Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
13/04/2026,15:45:28,LOC22,CÍRCULO,CÍRCULO_2,X,2552.39,2552.45,0.06,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC22,CÍRCULO,CÍRCULO_2,Y,-220.26,-220.44,-0.19,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC23,CÍRCULO,CÍRCULO_1,X,2552.39,2551.94,-0.45,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC23,CÍRCULO,CÍRCULO_1,Y,220.26,220.05,-0.21,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC24,CÍRCULO,CÍRCULO_5,X,2698.73,2698.7,-0.03,1.0,-1.0,C2025.0645.csv
13/04/2026,15:45:28,LOC24,CÍRCULO,CÍRCULO_5,Y,-34.28,-34.28,-0.01,1.0,-1.0,C2025.0645.csv
13/04/2026,15:45:28,LOC25,CÍRCULO,CÍRCULO_6,X,2698.73,2698.7,-0.03,1.0,-1.0,C2025.0645.csv
13/04/2026,15:45:28,LOC25,CÍRCULO,CÍRCULO_6,Y,0.0,-0.06,-0.06,1.0,-1.0,C2025.0645.csv
13/04/2026,15:45:28,LOC26,CÍRCULO,CÍRCULO_7,X,2698.73,2698.73,0.0,1.0,-1.0,C2025.0645.csv
13/04/2026,15:45:28,LOC26,CÍRCULO,CÍRCULO_7,Y,34.29,34.26,-0.03,1.0,-1.0,C2025.0645.csv
13/04/2026,15:45:28,LOC27,CÍRCULO,CÍRCULO_13,X,2633.89,2633.05,-0.84,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC27,CÍRCULO,CÍRCULO_13,Y,-137.0,-136.06,0.94,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC28,CÍRCULO,CÍRCULO_12,X,2633.89,2633.2,-0.69,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC28,CÍRCULO,CÍRCULO_12,Y,137.0,136.75,-0.25,0.7,-0.7,C2025.0645.csv
13/04/2026,15:45:28,LOC29,CÍRCULO,CÍRCULO_10,Y,-141.23,-141.09,0.14,1.0,-1.0,C2025.0645.csv
