Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
09/03/2026,14:37:56,LOC1,CÍRCULO,CÍRCULO_1,X,3306.84,3306.95,0.1,0.6,-0.6,C2026.0551.csv
09/03/2026,14:37:56,LOC1,CÍRCULO,CÍRCULO_1,Y,-137.0,-136.81,0.19,0.6,-0.6,C2026.0551.csv
09/03/2026,14:37:56,LOC2,CÍRCULO,CÍRCULO_2,X,3306.84,3306.32,-0.53,0.6,-0.6,C2026.0551.csv
09/03/2026,14:37:56,LOC2,CÍRCULO,CÍRCULO_2,Y,137.0,137.15,0.15,0.6,-0.6,C2026.0551.csv
09/03/2026,14:37:56,LOC7,CÍRCULO,CÍRCULO_11,X,3242.0,3242.49,0.49,0.8,-0.8,C2026.0551.csv
09/03/2026,14:37:56,LOC7,CÍRCULO,CÍRCULO_11,Y,0.0,-0.16,-0.16,0.8,-0.8,C2026.0551.csv
09/03/2026,14:37:56,LOC8,CÍRCULO,CÍRCULO_4,X,3242.0,3241.76,-0.24,0.8,-0.8,C2026.0551.csv
09/03/2026,14:37:56,LOC8,CÍRCULO,CÍRCULO_4,Y,-34.29,-34.22,0.07,0.8,-0.8,C2026.0551.csv
09/03/2026,14:37:56,LOC9,CÍRCULO,CÍRCULO_3,X,3242.0,3241.89,-0.11,0.8,-0.8,C2026.0551.csv
09/03/2026,14:37:56,LOC9,CÍRCULO,CÍRCULO_3,Y,34.28,34.14,-0.14,0.8,-0.8,C2026.0551.csv
09/03/2026,14:37:56,N/D,N/D,N/D,M,68.57,68.36,-0.21,0.5,-0.5,C2026.0551.csv
09/03/2026,14:37:56,LOC3,CÍRCULO,CÍRCULO_5,Y,-141.23,-141.43,-0.2,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC3,CÍRCULO,CÍRCULO_5,Z,150.36,149.72,-0.65,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC117,CÍRCULO,CÍRCULO_6,Y,141.23,141.23,0.0,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC117,CÍRCULO,CÍRCULO_6,Z,150.36,149.12,-1.24,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC5,CÍRCULO,CÍRCULO_7,X,3205.0,3205.61,0.62,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC5,CÍRCULO,CÍRCULO_7,Y,-183.5,-183.84,-0.34,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC115,CÍRCULO,CÍRCULO_8,X,3205.0,3205.93,0.93,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC115,CÍRCULO,CÍRCULO_8,Y,183.5,183.74,0.24,0.7,-0.7,C2026.0551.csv
09/03/2026,14:37:56,LOC6,CÍRCULO,CÍRCULO_10,X,3206.76,3206.46,-0.29,0.8,-0.8,C2026.0551.csv
09/03/2026,14:37:56,LOC6,CÍRCULO,CÍRCULO_10,Y,-43.75,-42.72,1.03,0.8,-0.8,C2026.0551.csv
