Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
06/10/2025,08:24:21,LOC35,CÍRCULO,PT_249,X,2379.19,2379.31,0.12,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC35,CÍRCULO,PT_249,Y,-552.5,-552.32,0.18,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC35,CÍRCULO,PT_249,Z,135.1,135.33,0.23,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC14,SLOT,PT_221,X,2299.74,2299.18,-0.56,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC14,SLOT,PT_221,Y,-311.11,-310.68,0.44,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC13,SLOT,OBLG_4,X,2274.32,2273.2,-1.11,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC13,SLOT,OBLG_4,Y,-495.53,-495.21,0.32,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC15,SLOT,PT_222,X,2705.74,2705.25,-0.49,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC15,SLOT,PT_222,Y,-301.16,-301.13,0.04,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC16,SLOT,PT_226,X,3200.59,3200.26,-0.32,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC16,SLOT,PT_226,Y,-301.16,-300.33,0.83,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC295,CÍRCULO,PT_254,X,3057.99,3058.7,0.71,0.9,-0.9,00001.csv
06/10/2025,08:24:21,LOC295,CÍRCULO,PT_254,Y,-462.99,-462.0,0.99,0.9,-0.9,00001.csv
06/10/2025,08:24:21,LOC296,CÍRCULO,PT_251,X,2595.03,2595.69,0.66,0.9,-0.9,00001.csv
06/10/2025,08:24:21,LOC296,CÍRCULO,PT_251,Y,-476.01,-475.51,0.5,0.9,-0.9,00001.csv
06/10/2025,08:24:21,LOC297,CÍRCULO,PT_252,X,2885.02,2884.93,-0.09,0.9,-0.9,00001.csv
06/10/2025,08:24:21,LOC297,CÍRCULO,PT_252,Y,-462.97,-462.38,0.6,0.9,-0.9,00001.csv
06/10/2025,08:24:21,LOC19,CÍRCULO,CIR_4,X,2236.28,2236.48,0.2,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC19,CÍRCULO,CIR_4,Y,-636.84,-636.55,0.29,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC18,CÍRCULO,CIR_5,X,2299.77,2298.76,-1.01,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC18,CÍRCULO,CIR_5,Y,-397.21,-396.75,0.47,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC48,SLOT,PT_216,X,1620.08,1619.2,-0.88,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC48,SLOT,PT_216,Y,-419.95,-419.64,0.31,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC3,SLOT,PT_214,X,1497.5,1497.7,0.2,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC3,SLOT,PT_214,Y,-555.0,-555.01,-0.01,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC17,CÍRCULO,PT_215,X,1540.0,1540.1,0.1,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC17,CÍRCULO,PT_215,Y,-547.5,-547.62,-0.12,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC36,CÍRCULO,CIR_9,X,2349.37,2349.61,0.24,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC36,CÍRCULO,CIR_9,Y,-682.73,-682.9,-0.17,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC36,CÍRCULO,CIR_9,Z,176.41,176.33,-0.07,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC6,CÍRCULO,PT_219,X,2406.83,2404.81,-2.02,1.5,-1.5,00001.csv
06/10/2025,08:24:21,LOC6,CÍRCULO,PT_219,Y,-640.92,-642.14,-1.22,1.5,-1.5,00001.csv
06/10/2025,08:24:21,LOC6,CÍRCULO,PT_219,Z,75.45,74.86,-0.59,1.5,-1.5,00001.csv
06/10/2025,08:24:21,LOC38,CÍRCULO,PT_220,X,2410.98,2410.13,-0.86,1.5,-1.5,00001.csv
06/10/2025,08:24:21,LOC38,CÍRCULO,PT_220,Y,-641.05,-641.58,-0.53,1.5,-1.5,00001.csv
06/10/2025,08:24:21,LOC38,CÍRCULO,PT_220,Z,97.3,96.73,-0.57,1.5,-1.5,00001.csv
06/10/2025,08:24:21,LOC34,CÍRCULO,CIR_16,X,2722.94,2721.85,-1.09,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC34,CÍRCULO,CIR_16,Y,-403.21,-403.22,0.0,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC20,CÍRCULO,PT_224,X,2695.82,2695.17,-0.64,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC20,CÍRCULO,PT_224,Y,-493.88,-493.76,0.11,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC33,CÍRCULO,CIR_26,X,3217.79,3217.04,-0.75,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC33,CÍRCULO,CIR_26,Y,-419.16,-418.42,0.74,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC23,CÍRCULO,PT_223,X,2633.87,2631.68,-2.19,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC23,CÍRCULO,PT_223,Y,-370.0,-368.82,1.18,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC22,CÍRCULO,PT_257,X,3206.75,3206.35,-0.4,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC22,CÍRCULO,PT_257,Y,-392.02,-390.68,1.34,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC24,CÍRCULO,CIR_27,X,3317.5,3316.91,-0.59,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC24,CÍRCULO,CIR_27,Y,-473.1,-471.95,1.15,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC28,CÍRCULO,CIR_28,X,3362.67,3362.26,-0.41,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC28,CÍRCULO,CIR_28,Z,144.59,144.83,0.24,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC25,CÍRCULO,CIR_29,X,3397.5,3396.76,-0.74,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC25,CÍRCULO,CIR_29,Y,-476.1,-474.94,1.16,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC29,CÍRCULO,CIR_30,X,3447.65,3447.16,-0.49,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC29,CÍRCULO,CIR_30,Z,144.69,144.49,-0.2,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC27,CÍRCULO,PT_227,X,3501.88,3501.49,-0.39,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC27,CÍRCULO,PT_227,Y,-481.03,-479.55,1.48,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC21,CÍRCULO,PT_253,X,2986.23,2986.55,0.32,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC21,CÍRCULO,PT_253,Y,-479.16,-478.09,1.07,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC21,CÍRCULO,PT_253,Z,172.05,171.91,-0.14,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC47,SLOT,RETÂNG_2,X,2954.5,2954.26,-0.24,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC47,SLOT,RETÂNG_2,Y,-470.5,-469.99,0.52,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC39,CÍRCULO,PT_231,X,2314.8,2314.68,-0.12,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC39,CÍRCULO,PT_231,Y,-559.4,-558.48,0.91,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC39,CÍRCULO,PT_231,Z,57.29,57.25,-0.04,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC40,CÍRCULO,PT_228,X,2293.73,2293.83,0.1,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC40,CÍRCULO,PT_228,Y,-637.68,-637.04,0.64,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC40,CÍRCULO,PT_228,Z,50.53,50.57,0.03,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC41,CÍRCULO,PT_229,X,2185.95,2186.34,0.39,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC41,CÍRCULO,PT_229,Y,-593.22,-593.34,-0.12,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC41,CÍRCULO,PT_229,Z,16.0,16.13,0.12,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC42,CÍRCULO,PT_230,X,2200.81,2200.38,-0.43,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC42,CÍRCULO,PT_230,Y,-538.03,-538.29,-0.26,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC42,CÍRCULO,PT_230,Z,20.76,20.62,-0.14,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC7,CÍRCULO,PT_1_LH,X,3416.14,3416.04,-0.1,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC7,CÍRCULO,PT_1_LH,Y,-388.94,-388.74,0.2,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC300,CÍRCULO,PT_2_LH,X,3159.01,3158.35,-0.66,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC300,CÍRCULO,PT_2_LH,Y,-566.11,-565.55,0.56,0.7,-0.7,00001.csv
06/10/2025,08:24:21,LOC30,CÍRCULO,CIR_52,X,3059.54,3058.53,-1.01,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC30,CÍRCULO,CIR_52,Y,-463.54,-462.56,0.98,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC44,CÍRCULO,CIR_51,X,2885.01,2884.29,-0.72,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC44,CÍRCULO,CIR_51,Y,-463.02,-462.7,0.32,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC8,CÍRCULO,CIR_50,X,2594.96,2593.66,-1.3,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC8,CÍRCULO,CIR_50,Y,-475.98,-475.89,0.09,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC31,CÍRCULO,PT_120,Y,-460.21,-458.32,1.89,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC31,CÍRCULO,PT_120,Z,68.0,67.18,-0.82,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC4,CÍRCULO,PT_119,Y,-383.11,-381.17,1.94,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC4,CÍRCULO,PT_119,Z,144.44,144.09,-0.35,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC32,CÍRCULO,PT_118,Y,-560.38,-559.03,1.35,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC32,CÍRCULO,PT_118,Z,144.44,142.78,-1.66,0.6,-0.6,00001.csv
06/10/2025,08:24:21,LOC181,PONTO,PT_126,T,0.0,-0.61,-0.61,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC182,PONTO,PT_124,T,0.0,-0.63,-0.63,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC183,PONTO,PT_125,T,0.0,-0.22,-0.22,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC184,PONTO,PT_127,T,0.0,-0.47,-0.47,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC185,PONTO,PT_128,T,0.0,-0.32,-0.32,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC186,PONTO,PT_129,T,0.0,-0.28,-0.28,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC187,PONTO,PT_122,T,0.0,-0.15,-0.15,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC188,PONTO,PT_121,T,0.0,0.07,0.07,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC189,PONTO,PT_123,T,0.0,0.19,0.19,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC301,PONTO,PT_10_LH,T,0.0,0.17,0.17,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC302,PONTO,PT_3_LH,T,0.0,1.13,1.13,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC303,PONTO,PT_4L_H,T,0.0,-0.75,-0.75,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC304,PONTO,PT_5_LH,T,0.0,-0.64,-0.64,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC305,PONTO,PT_6_LH,T,0.0,1.29,1.29,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC306,PONTO,PT_7_LH,T,0.0,0.71,0.71,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC307,PONTO,PT_8_LH,T,0.0,0.75,0.75,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC308,PONTO,PT_9_LH,T,0.0,0.17,0.17,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC294,PONTO,PT_250,T,0.0,0.29,0.29,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC141,PONTO,PT_43,T,0.0,-0.42,-0.42,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC142,PONTO,PT_44,T,0.0,-0.21,-0.21,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC143,PONTO,PT_45,T,0.0,-0.55,-0.55,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC127,PONTO,PT_29,T,0.0,-0.45,-0.45,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC128,PONTO,PT_30,T,0.0,0.06,0.06,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC129,PONTO,PT_31,T,0.0,-0.33,-0.33,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC130,PONTO,PT_32,T,0.0,-0.91,-0.91,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC131,PONTO,PT_33,T,0.0,-0.46,-0.46,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC132,PONTO,PT_34,T,0.0,-1.08,-1.08,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC133,PONTO,PT_35,T,0.0,-0.48,-0.48,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC134,PONTO,PT_36,T,0.0,-0.19,-0.19,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC135,PONTO,PT_37,T,0.0,-0.21,-0.21,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC136,PONTO,PT_38,T,0.0,-0.97,-0.97,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC137,PONTO,PT_39,T,0.0,-0.21,-0.21,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC138,PONTO,PT_40,T,0.0,-0.33,-0.33,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC139,PONTO,PT_41,T,0.0,-0.3,-0.3,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC140,PONTO,PT_42,T,0.0,-0.42,-0.42,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC109,PONTO,PT_46,T,0.0,-1.21,-1.21,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC110,PONTO,PT_47,T,0.0,-1.02,-1.02,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC111,PONTO,PT_48,T,0.0,-1.5,-1.5,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC112,PONTO,PT_49,T,0.0,-1.41,-1.41,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC113,PONTO,PT_50,T,0.0,0.68,0.68,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC114,PONTO,PT_51,T,0.0,0.21,0.21,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC115,PONTO,PT_52,T,0.0,-1.19,-1.19,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC116,PONTO,PT_53,T,0.0,-0.97,-0.97,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC117,PONTO,PT_54,T,0.0,-0.72,-0.72,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC118,PONTO,PT_57,T,0.0,0.2,0.2,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC119,PONTO,PT_58,T,0.0,-0.54,-0.54,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC120,PONTO,PT_55,T,0.0,-0.41,-0.41,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC121,PONTO,PT_56,T,0.0,-0.13,-0.13,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC122,PONTO,PT_59,T,0.0,-0.61,-0.61,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC123,PONTO,PT_60,T,0.0,0.6,0.6,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC124,PONTO,PT_61,T,0.0,0.88,0.88,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC125,PONTO,PT_62,T,0.0,0.69,0.69,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC126,PONTO,PT_63,T,0.0,0.61,0.61,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC69,PONTO,PT_22-,T,0.0,-1.12,-1.12,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC70,PONTO,PT_21,T,0.0,-1.0,-1.0,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC71,PONTO,PT_20,T,0.0,-0.95,-0.95,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC72,PONTO,PT_19,T,0.0,-0.59,-0.59,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC73,PONTO,PT_18,T,0.0,-0.19,-0.19,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC74,PONTO,PT_17,T,0.0,0.1,0.1,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC75,PONTO,PT_16,T,0.0,-0.36,-0.36,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC76,PONTO,PT_15,T,0.0,-0.15,-0.15,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC77,PONTO,PT_14,T,0.0,-0.06,-0.06,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC78,PONTO,PT_13,T,0.0,0.05,0.05,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC79,PONTO,PT_12,T,0.0,0.08,0.08,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC63,PONTO,PT_23,T,0.0,-0.51,-0.51,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC64,PONTO,PT_24,T,0.0,-0.15,-0.15,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC65,PONTO,PT_25,T,0.0,-0.02,-0.02,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC66,PONTO,PT_26,T,0.0,-0.6,-0.6,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC67,PONTO,PT_27,T,0.0,0.05,0.05,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC68,PONTO,PT_28,T,0.0,-0.47,-0.47,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC80,PONTO,PT_11,T,0.0,0.31,0.31,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC81,PONTO,PT_10,T,0.0,0.44,0.44,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC82,PONTO,PT_1,T,0.0,0.04,0.04,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC83,PONTO,PT_2,T,0.0,0.14,0.14,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC84,PONTO,PT_3,T,0.0,0.15,0.15,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC85,PONTO,PT_4,T,0.0,0.39,0.39,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC86,PONTO,PT_5,T,0.0,0.51,0.51,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC87,PONTO,PT_6,T,0.0,0.6,0.6,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC88,PONTO,PT_7,T,0.0,0.56,0.56,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC89,PONTO,PT_8,T,0.0,0.73,0.73,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC90,PONTO,PT_9,T,0.0,0.83,0.83,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC163,PONTO,PT_116,T,0.0,0.31,0.31,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC164,PONTO,PT_117,T,0.0,0.26,0.26,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC165,PONTO,PT_114,T,0.0,0.01,0.01,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC166,PONTO,PT_115,T,0.0,-0.04,-0.04,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC167,PONTO,PT_112-,T,0.0,-0.28,-0.28,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC168,PONTO,PT_111,T,0.0,-0.61,-0.61,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC169,PONTO,PT_110,T,0.0,-0.39,-0.39,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC171,PONTO,PT_109,T,0.0,-0.04,-0.04,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC172,PONTO,PT_108,T,0.0,-0.23,-0.23,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC173,PONTO,PT_107,T,0.0,0.16,0.16,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC174,PONTO,PT_106,T,0.0,0.91,0.91,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC175,PONTO,PT_105,T,0.0,-0.15,-0.15,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC176,PONTO,PT_104,T,0.0,-0.08,-0.08,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC177,PONTO,PT_103,T,0.0,-0.01,-0.01,0.8,-0.8,00001.csv
06/10/2025,08:24:21,LOC178,PONTO,PT_102,T,0.0,0.02,0.02,0.8,-0.8,00001.csv
