Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-
28/11/2025,15:52:48,LOC22,CÍRCULO,CÍRCULO_2,X,2552.39,2552.42,0.04,0.7,-0.7
28/11/2025,15:52:48,LOC22,CÍRCULO,CÍRCULO_2,Y,-220.26,-220.2,0.05,0.7,-0.7
28/11/2025,15:52:48,LOC23,CÍRCULO,CÍRCULO_1,X,2552.39,2551.87,-0.51,0.7,-0.7
28/11/2025,15:52:48,LOC23,CÍRCULO,CÍRCULO_1,Y,220.26,220.34,0.09,0.7,-0.7
28/11/2025,15:52:48,LOC24,CÍRCULO,CÍRCULO_5,X,2698.73,2698.68,-0.05,1.0,-1.0
28/11/2025,15:52:48,LOC24,CÍRCULO,CÍRCULO_5,Y,-34.28,-34.3,-0.02,1.0,-1.0
28/11/2025,15:52:48,LOC25,CÍRCULO,CÍRCULO_6,X,2698.73,2698.75,0.02,1.0,-1.0
28/11/2025,15:52:48,LOC25,CÍRCULO,CÍRCULO_6,Y,0.0,-0.02,-0.02,1.0,-1.0
28/11/2025,15:52:48,LOC26,CÍRCULO,CÍRCULO_7,X,2698.73,2698.81,0.08,1.0,-1.0
28/11/2025,15:52:48,LOC26,CÍRCULO,CÍRCULO_7,Y,34.29,34.25,-0.04,1.0,-1.0
28/11/2025,15:52:48,LOC27,CÍRCULO,CÍRCULO_13,X,2633.89,2633.1,-0.79,0.7,-0.7
28/11/2025,15:52:48,LOC27,CÍRCULO,CÍRCULO_13,Y,-137.0,-136.61,0.39,0.7,-0.7
28/11/2025,15:52:48,LOC28,CÍRCULO,CÍRCULO_12,X,2633.89,2633.25,-0.64,0.7,-0.7
28/11/2025,15:52:48,LOC28,CÍRCULO,CÍRCULO_12,Y,137.0,136.69,-0.31,0.7,-0.7
28/11/2025,15:52:48,LOC29,CÍRCULO,CÍRCULO_10,Y,-141.23,-141.11,0.12,1.0,-1.0
28/11/2025,15:52:48,LOC29,CÍRCULO,CÍRCULO_10,Z,150.61,150.4,-0.21,1.0,-1.0
28/11/2025,15:52:48,LOC30,CÍRCULO,CÍRCULO_11,Y,-212.3,-212.14,0.16,1.0,-1.0
28/11/2025,15:52:48,LOC30,CÍRCULO,CÍRCULO_11,Z,145.38,145.45,0.07,1.0,-1.0
28/11/2025,15:52:48,LOC31,CÍRCULO,CÍRCULO_9,Y,-23.3,-23.25,0.05,1.0,-1.0
28/11/2025,15:52:48,LOC31,CÍRCULO,CÍRCULO_9,Z,145.38,145.28,-0.11,1.0,-1.0
28/11/2025,15:52:48,LOC32,CÍRCULO,CÍRCULO_8,Y,141.23,141.22,-0.01,1.0,-1.0
28/11/2025,15:52:48,LOC32,CÍRCULO,CÍRCULO_8,Z,150.61,150.48,-0.13,1.0,-1.0
28/11/2025,15:52:48,LOC33,SLOT,OBLONGO_2,X,2472.16,2471.99,-0.18,0.6,-0.6
28/11/2025,15:52:48,LOC33,SLOT,OBLONGO_2,Y,-215.26,-215.4,-0.14,0.6,-0.6
28/11/2025,15:52:48,LOC34,SLOT,OBLONGO_1,X,2472.16,2471.44,-0.73,0.6,-0.6
28/11/2025,15:52:48,LOC34,SLOT,OBLONGO_1,Y,215.26,215.23,-0.02,0.6,-0.6
28/11/2025,15:52:48,LOC1,PONTO,PTO_DE_SUPERFICIE_11,Z,136.9,136.24,-0.66,0.7,-0.7
28/11/2025,15:52:48,LOC37,PONTO,PTO_DE_SUPERFICIE_12,Z,136.9,136.04,-0.86,0.7,-0.7
28/11/2025,15:52:48,LOC38,PONTO,PTO_DE_SUPERFICIE_13,Z,135.4,136.51,1.11,0.7,-0.7
28/11/2025,15:52:48,LOC39,PONTO,PTO_DE_SUPERFICIE_14,Z,136.9,136.71,-0.19,0.7,-0.7
28/11/2025,15:52:48,LOC35,PONTO,PTO_DE_SUPERFICIE_19,Z,136.9,136.24,-0.66,0.7,-0.7
28/11/2025,15:52:48,LOC36,PONTO,PTO_DE_SUPERFICIE_20,Z,136.9,136.42,-0.48,0.7,-0.7
28/11/2025,15:52:48,LOC64,PONTO,PTO_DE_SUPERFICIE_45,Z,136.9,136.16,-0.74,0.7,-0.7
28/11/2025,15:52:48,LOC65,PONTO,PTO_DE_SUPERFICIE_46,Z,136.9,136.05,-0.85,0.7,-0.7
28/11/2025,15:52:48,LOC62,PONTO,PTO_DE_SUPERFICIE_39,Z,135.4,136.51,1.11,0.7,-0.7
28/11/2025,15:52:48,LOC63,PONTO,PTO_DE_SUPERFICIE_40,Z,136.9,136.58,-0.32,0.7,-0.7
28/11/2025,15:52:48,LOC60,PONTO,PTO_DE_SUPERFICIE_37,Z,136.9,136.98,0.08,0.7,-0.7
28/11/2025,15:52:48,LOC61,PONTO,PTO_DE_SUPERFICIE_38,Z,136.9,136.71,-0.19,0.7,-0.7
28/11/2025,15:52:48,LOC42,PONTO,PTO_DE_SUPERFICIE_15,Z,117.43,118.07,0.64,0.7,-0.7
28/11/2025,15:52:48,LOC41,PONTO,PTO_DE_SUPERFICIE_16,Z,117.43,117.99,0.56,0.7,-0.7
28/11/2025,15:52:48,LOC40,PONTO,PTO_DE_SUPERFICIE_17,Z,117.43,118.7,1.27,0.7,-0.7
28/11/2025,15:52:48,LOC57,PONTO,PTO_DE_SUPERFICIE_18,Z,117.43,118.77,1.34,0.7,-0.7
28/11/2025,15:52:48,LOC43,PONTO,PTO_DE_SUPERFICIE_21,Z,117.43,117.84,0.41,0.7,-0.7
28/11/2025,15:52:48,LOC44,PONTO,PTO_DE_SUPERFICIE_22,Z,117.43,117.74,0.31,0.7,-0.7
28/11/2025,15:52:48,LOC58,PONTO,PTO_DE_SUPERFICIE_35,Z,117.43,118.18,0.75,0.7,-0.7
28/11/2025,15:52:48,LOC59,PONTO,PTO_DE_SUPERFICIE_36,Z,117.43,118.51,1.08,0.7,-0.7
28/11/2025,15:52:48,LOC76,PONTO,PTO_DE_SUPERFICIE_64,Z,117.43,118.2,0.77,0.7,-0.7
28/11/2025,15:52:48,LOC77,PONTO,PTO_DE_SUPERFICIE_65,Z,117.43,117.65,0.22,0.7,-0.7
28/11/2025,15:52:48,LOC74,PONTO,PTO_DE_SUPERFICIE_66,Z,117.43,117.64,0.21,0.7,-0.7
28/11/2025,15:52:48,LOC73,PONTO,PTO_DE_SUPERFICIE_67,Z,117.43,118.22,0.79,0.7,-0.7
28/11/2025,15:52:48,LOC71,PONTO,PTO_DE_SUPERFICIE_68,Z,117.43,117.87,0.44,0.7,-0.7
28/11/2025,15:52:48,LOC70,PONTO,PTO_DE_SUPERFICIE_69,Z,117.43,118.43,1.0,0.7,-0.7
28/11/2025,15:52:48,LOC72,PONTO,PTO_DE_SUPERFICIE_70,Z,117.43,118.26,0.83,0.7,-0.7
28/11/2025,15:52:48,LOC75,PONTO,PTO_DE_SUPERFICIE_71,Z,117.43,117.61,0.18,0.7,-0.7
28/11/2025,15:52:48,LOC45,PONTO,PTO_DE_SUPERFICIE_23,Z,176.9,177.07,0.17,0.7,-0.7
28/11/2025,15:52:48,LOC46,PONTO,PTO_DE_SUPERFICIE_24,Z,176.9,176.75,-0.15,0.7,-0.7
28/11/2025,15:52:48,LOC47,PONTO,PTO_DE_SUPERFICIE_25,Z,176.9,176.81,-0.09,0.7,-0.7
28/11/2025,15:52:48,LOC48,PONTO,PTO_DE_SUPERFICIE_26,Z,176.9,177.04,0.14,0.7,-0.7
28/11/2025,15:52:48,LOC49,PONTO,PTO_DE_SUPERFICIE_27,Z,176.9,176.68,-0.22,0.7,-0.7
28/11/2025,15:52:48,LOC50,PONTO,PTO_DE_SUPERFICIE_28,Z,176.9,177.0,0.1,0.7,-0.7
28/11/2025,15:52:48,LOC51,PONTO,PTO_DE_SUPERFICIE_29,Z,176.9,176.74,-0.16,0.7,-0.7
28/11/2025,15:52:48,LOC52,PONTO,PTO_DE_SUPERFICIE_30,Z,176.9,176.98,0.08,0.7,-0.7
28/11/2025,15:52:48,LOC53,PONTO,PTO_DE_SUPERFICIE_31,Z,176.9,177.05,0.15,0.7,-0.7
28/11/2025,15:52:48,LOC54,PONTO,PTO_DE_SUPERFICIE_32,Z,176.9,176.83,-0.07,0.7,-0.7
28/11/2025,15:52:48,LOC55,PONTO,PTO_DE_SUPERFICIE_33,Z,176.9,176.85,-0.05,0.7,-0.7
28/11/2025,15:52:48,LOC56,PONTO,PTO_DE_SUPERFICIE_34,Z,176.9,176.99,0.09,0.7,-0.7
28/11/2025,15:52:48,LOC66,PONTO,PTO_DE_SUPERFICIE_41,Z,176.9,176.46,-0.44,0.7,-0.7
28/11/2025,15:52:48,LOC67,PONTO,PTO_DE_SUPERFICIE_42,T,0.0,0.39,0.39,0.7,-0.7
28/11/2025,15:52:48,LOC68,PONTO,PTO_DE_SUPERFICIE_43,Z,176.9,176.94,0.04,0.7,-0.7
28/11/2025,15:52:48,LOC69,PONTO,PTO_DE_SUPERFICIE_44,T,0.0,-0.57,-0.57,0.7,-0.7
28/11/2025,15:52:48,LOC78,PONTO,PTO_DE_SUPERFICIE_73,X,2660.75,2660.98,0.24,0.7,-0.7
28/11/2025,15:52:48,LOC79,PONTO,PTO_DE_SUPERFICIE_60,X,2661.2,2661.55,0.35,0.7,-0.7
28/11/2025,15:52:48,LOC80,PONTO,PTO_DE_SUPERFICIE_59,X,2666.72,2667.13,0.41,0.7,-0.7
28/11/2025,15:52:48,LOC81,PONTO,PTO_DE_SUPERFICIE_61,X,2667.78,2668.31,0.54,0.7,-0.7
28/11/2025,15:52:48,LOC82,PONTO,PTO_DE_SUPERFICIE_62,X,2660.99,2661.19,0.2,0.7,-0.7
28/11/2025,15:52:48,LOC83,PONTO,PTO_DE_SUPERFICIE_63,X,2667.57,2668.17,0.59,0.7,-0.7
28/11/2025,15:52:48,LOC84,PONTO,PTO_DE_SUPERFICIE_56,X,2778.52,2778.07,-0.45,0.7,-0.7
28/11/2025,15:52:48,LOC85,PONTO,PTO_DE_SUPERFICIE_57,X,2785.31,2786.31,1.0,0.7,-0.7
28/11/2025,15:52:48,LOC86,PONTO,PTO_DE_SUPERFICIE_55,X,2784.9,2785.58,0.68,0.7,-0.7
28/11/2025,15:52:48,LOC87,PONTO,PTO_DE_SUPERFICIE_54,X,2778.52,2778.43,-0.09,0.7,-0.7
28/11/2025,15:52:48,LOC88,PONTO,PTO DE_SUPERFICIE_52,X,2778.73,2778.39,-0.34,0.7,-0.7
28/11/2025,15:52:48,LOC89,PONTO,PTO_DE_SUPERFICIE_53,X,2784.68,2785.37,0.69,0.7,-0.7
28/11/2025,15:52:48,LOC90,PONTO,PTO_DE_SUPERFICIE_51,X,2785.33,2786.08,0.75,0.7,-0.7
28/11/2025,15:52:48,LOC91,PONTO,PTO_DE_SUPERFICIE_50,X,2778.73,2778.33,-0.41,0.7,-0.7
28/11/2025,15:52:48,LOC92,PONTO,PTO_DE_SUPERFICIE_48,X,2778.73,2778.49,-0.25,0.7,-0.7
28/11/2025,15:52:48,LOC93,PONTO,PTO_DE_SUPERFICIE_49,X,2785.11,2785.82,0.71,0.7,-0.7
28/11/2025,15:52:48,LOC94,PONTO,PTO_DE_SUPERFICIE_47,X,2785.06,2785.8,0.73,0.7,-0.7
28/11/2025,15:52:48,LOC95,PONTO,PTO_DE_SUPERFICIE_72,X,2778.82,2778.62,-0.2,0.7,-0.7
28/11/2025,15:52:48,LOC96,PONTO,PTO_DE_BORDA_APARADA_1,X,2630.59,2629.37,-1.22,1.2,-1.2
28/11/2025,15:52:48,LOC97,PONTO,PTO_DE_BORDA_APARADA_8,X,2815.29,2817.49,2.2,1.2,-1.2
28/11/2025,15:52:48,LOC98,PONTO,PTO_DE_BORDA_APARADA_9,X,2815.29,2817.65,2.36,1.2,-1.2
28/11/2025,15:52:48,LOC99,PONTO,PTO_DE_BORDA_APARADA_10,X,2815.29,2817.5,2.2,1.2,-1.2
28/11/2025,15:52:48,LOC100,PONTO,PTO_DE_BORDA_APARADA_11,X,2815.29,2817.83,2.54,1.2,-1.2
28/11/2025,15:52:48,LOC101,PONTO,PTO_DE_BORDA_APARADA_12,X,2815.29,2818.15,2.86,1.2,-1.2
