Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
23/02/2026,22:22:54,LOC23,CÍRCULO,28359,Y,830.08,828.52,-1.56,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC23,CÍRCULO,28359,Z,273.81,273.39,-0.42,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC62,CÍRCULO,28354,Y,821.91,823.82,1.91,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC62,CÍRCULO,28354,Z,648.15,647.57,-0.58,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC63,CÍRCULO,CÍR5,Y,778.0,776.95,-1.06,1.0,-1.0,11.csv
23/02/2026,22:22:54,LOC63,CÍRCULO,CÍR5,Z,405.75,405.6,-0.15,1.0,-1.0,11.csv
23/02/2026,22:22:54,LOC64,SLOT,SLTR1,Y,778.96,777.47,-1.49,1.0,-1.0,11.csv
23/02/2026,22:22:54,LOC64,SLOT,SLTR1,Z,361.9,361.53,-0.36,1.0,-1.0,11.csv
23/02/2026,22:22:54,LOC65,CÍRCULO,CÍR4,Y,745.94,745.95,0.02,1.0,-1.0,11.csv
23/02/2026,22:22:54,LOC65,CÍRCULO,CÍR4,Z,579.71,579.38,-0.33,1.0,-1.0,11.csv
23/02/2026,22:22:54,LOC66,CÍRCULO,CÍR3,Y,750.37,748.85,-1.52,1.0,-1.0,11.csv
23/02/2026,22:22:54,LOC66,CÍRCULO,CÍR3,Z,427.84,427.36,-0.47,1.0,-1.0,11.csv
23/02/2026,22:22:54,N/D,N/D,N/D,M,8.17,4.7,-3.47,0.8,-0.8,11.csv
23/02/2026,22:22:54,N/D,N/D,N/D,M,374.34,374.18,-0.16,0.8,-0.8,11.csv
23/02/2026,22:22:54,LOC67,PONTO,PNT15,T,0.0,0.01,0.01,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC68,PONTO,PNT16,T,0.0,-0.15,-0.15,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC69,PONTO,PNT17,T,0.0,0.17,0.17,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC70,PONTO,PNT18,T,0.0,-0.27,-0.27,0.5,-0.5,11.csv
23/02/2026,22:22:54,LOC71,PONTO,PNT19,T,0.0,-0.18,-0.18,0.5,-0.5,11.csv
