Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
20/10/2025,10:25:03,LOC23,CÍRCULO,28359,Y,830.08,829.07,-1.01,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC23,CÍRCULO,28359,Z,273.81,273.37,-0.44,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC62,CÍRCULO,28354,Y,821.91,823.28,1.37,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC62,CÍRCULO,28354,Z,648.15,647.72,-0.43,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC63,CÍRCULO,CÍR5,Y,778.0,777.06,-0.94,1.0,-1.0,001.csv
20/10/2025,10:25:03,LOC63,CÍRCULO,CÍR5,Z,405.75,405.77,0.02,1.0,-1.0,001.csv
20/10/2025,10:25:03,LOC64,SLOT,SLTR1,Y,778.96,777.63,-1.33,1.0,-1.0,001.csv
20/10/2025,10:25:03,LOC64,SLOT,SLTR1,Z,361.9,361.88,-0.02,1.0,-1.0,001.csv
20/10/2025,10:25:03,LOC65,CÍRCULO,CÍR4,Y,745.94,745.43,-0.51,1.0,-1.0,001.csv
20/10/2025,10:25:03,LOC65,CÍRCULO,CÍR4,Z,579.71,580.54,0.82,1.0,-1.0,001.csv
20/10/2025,10:25:03,LOC66,CÍRCULO,CÍR3,Y,750.37,749.31,-1.06,1.0,-1.0,001.csv
20/10/2025,10:25:03,LOC66,CÍRCULO,CÍR3,Z,427.84,427.77,-0.07,1.0,-1.0,001.csv
20/10/2025,10:25:03,N/D,N/D,N/D,M,8.17,5.79,-2.38,0.8,-0.8,001.csv
20/10/2025,10:25:03,N/D,N/D,N/D,M,374.34,374.35,0.01,0.8,-0.8,001.csv
20/10/2025,10:25:03,LOC67,PONTO,PNT15,T,0.0,-0.01,-0.01,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC68,PONTO,PNT16,T,0.0,-0.22,-0.22,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC69,PONTO,PNT17,T,0.0,0.38,0.38,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC70,PONTO,PNT18,T,0.0,0.07,0.07,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC71,PONTO,PNT19,T,0.0,-0.13,-0.13,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC72,PONTO,PNT20,T,0.0,0.1,0.1,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC73,PONTO,PNT21,T,0.0,0.17,0.17,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC74,PONTO,PNT22,T,0.0,0.62,0.62,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC75,PONTO,PNT23,T,0.0,0.42,0.42,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC76,PONTO,PNT24,T,0.0,0.39,0.39,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC77,PONTO,PNT25,T,0.0,0.19,0.19,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC78,PONTO,PNT26,T,0.0,-0.12,-0.12,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC79,PONTO,PNT27,T,0.0,-0.68,-0.68,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC80,PONTO,PNT28,T,0.0,-0.75,-0.75,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC81,PONTO,PNT29,T,0.0,-0.46,-0.46,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC82,PONTO,PNT30,T,0.0,-0.55,-0.55,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC83,PONTO,PNT31,T,0.0,-0.81,-0.81,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC84,PONTO,PNT32,T,0.0,0.05,0.05,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC85,PONTO,PNT33,T,0.0,0.03,0.03,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC86,PONTO,PNT34,T,0.0,-0.09,-0.09,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC87,PONTO,PNT35,T,0.0,-0.01,-0.01,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC88,PONTO,PNT36,T,0.0,-0.04,-0.04,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC89,PONTO,PNT37,T,0.0,0.05,0.05,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC90,PONTO,PNT38,T,0.0,0.37,0.37,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC91,PONTO,PNT39,T,0.0,0.12,0.12,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC92,PONTO,PNT40,T,0.0,0.76,0.76,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC93,PONTO,PNT41,T,0.0,0.39,0.39,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC94,PONTO,PNT42,T,0.0,-0.54,-0.54,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC95,PONTO,PNT43,T,0.0,0.19,0.19,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC96,PONTO,PNT44,T,0.0,1.44,1.44,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC97,PONTO,PNT45,T,0.0,0.38,0.38,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC98,PONTO,PNT46,T,0.0,0.26,0.26,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC99,PONTO,PNT47,T,0.0,-0.48,-0.48,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC100,PONTO,PNT48,T,0.0,-0.05,-0.05,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC101,PONTO,PNT49,T,0.0,-0.96,-0.96,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC102,PONTO,PNT51,T,0.0,-1.18,-1.18,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC103,PONTO,PNT52,T,0.0,-0.66,-0.66,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC104,PONTO,PNT53,T,0.0,-1.31,-1.31,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC105,PONTO,PNT54,T,0.0,-0.9,-0.9,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC106,PONTO,PNT55,T,0.0,-1.31,-1.31,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC107,PONTO,PNT56,T,0.0,-0.95,-0.95,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC108,PONTO,PNT57,T,0.0,-1.51,-1.51,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC109,PONTO,PNT58,T,0.0,-0.55,-0.55,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC110,PONTO,PNT59,T,0.0,-0.03,-0.03,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC111,PONTO,PNT60,T,0.0,-0.14,-0.14,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC112,PONTO,PNT9 BORDA,T,0.0,0.66,0.66,0.5,-0.5,001.csv
20/10/2025,10:25:03,LOC113,PONTO,PNT8 BORDA,T,0.0,0.41,0.41,0.5,-0.5,001.csv
